original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
"""best"" according to what Goal?  What are you trying to minimize or maximize?","['``', 'best', ""''"", 'according', 'to', 'what', 'goal', '?', 'what', 'are', 'you', 'trying', 'to', 'minimize', 'or', 'maximize', '?']",10.4,4.882622246293481,"[17, 9, 15, 4, 7]",-1,17
What you really need to do if you want an article on 'Do Anything Nice' is to establish its notability. Can you find multiple non-trivial mentions in reliable sources that refer to it?,"['what', 'you', 'really', 'need', 'to', 'do', 'if', 'you', 'want', 'an', 'article', 'on', ""'do"", 'anything', 'nice', ""'"", 'is', 'to', 'establish', 'its', 'notability', '.', 'can', 'you', 'find', 'multiple', 'non-trivial', 'mentions', 'in', 'reliable', 'sources', 'that', 'refer', 'to', 'it', '?']",13.2,2.5612496949731396,"[13, 14, 9, 17, 13]",0,36
"Some time ago, you uploaded separate maps for each town and unincorporated community in <url>.  Do you have similar maps for any other counties, or a town-level map of the entire state?","['some', 'time', 'ago', ',', 'you', 'uploaded', 'separate', 'maps', 'for', 'each', 'town', 'and', 'unincorporated', 'community', 'in', '<', 'url', '>', '.', 'do', 'you', 'have', 'similar', 'maps', 'for', 'any', 'other', 'counties', ',', 'or', 'a', 'town-level', 'map', 'of', 'the', 'entire', 'state', '?']",17.8,2.315167380558045,"[17, 18, 19, 14, 21]",1,38
"I have reviewed your nomination for <url>, and still have a question. Could you reply at its nomination?","['i', 'have', 'reviewed', 'your', 'nomination', 'for', '<', 'url', '>', ',', 'and', 'still', 'have', 'a', 'question', '.', 'could', 'you', 'reply', 'at', 'its', 'nomination', '?']",15.4,3.2,"[17, 13, 13, 21, 13]",0,23
I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,"['i', 'had', 'a', 'look', 'at', 'the', 'place', 'noted', 'on', 'the', 'top', 'of', 'the', 'talk', 'page', 'about', '1rr', 'and', 'i', 'was', 'unable', 'to', 'find', 'the', 'sanction', 'you', 'talked', 'about', '.', 'where', 'is', 'it', 'listed', 'please', '?']",18.8,1.8330302779823362,"[21, 18, 17, 17, 21]",1,35
Is it the only code or did you cut this out of a bigger context? If so: could it be that in the bigger context one of your variables is shadowed by a local?,"['is', 'it', 'the', 'only', 'code', 'or', 'did', 'you', 'cut', 'this', 'out', 'of', 'a', 'bigger', 'context', '?', 'if', 'so', ':', 'could', 'it', 'be', 'that', 'in', 'the', 'bigger', 'context', 'one', 'of', 'your', 'variables', 'is', 'shadowed', 'by', 'a', 'local', '?']",16.0,4.6475800154489,"[21, 13, 9, 21, 16]",0,37
"`+1` from me just for posting a SO problem on SO. `:)` (Not that I could help with the problem, but seeing this I was asking myself what happens to the GC when a dispose function throws?)","['`', '+1', '`', 'from', 'me', 'just', 'for', 'posting', 'a', 'so', 'problem', 'on', 'so', '.', '`', ':', ')', '`', '(', 'not', 'that', 'i', 'could', 'help', 'with', 'the', 'problem', ',', 'but', 'seeing', 'this', 'i', 'was', 'asking', 'myself', 'what', 'happens', 'to', 'the', 'gc', 'when', 'a', 'dispose', 'function', 'throws', '?', ')']",17.2,2.5612496949731396,"[17, 21, 13, 18, 17]",1,47
"About the arrow pawn: it moves one square per turn (if it's not Persson's variant), right? When it moves two squares in the Persson variant, can it jump?","['about', 'the', 'arrow', 'pawn', ':', 'it', 'moves', 'one', 'square', 'per', 'turn', '(', 'if', 'it', ""'s"", 'not', 'persson', ""'s"", 'variant', ')', ',', 'right', '?', 'when', 'it', 'moves', 'two', 'squares', 'in', 'the', 'persson', 'variant', ',', 'can', 'it', 'jump', '?']",16.2,3.059411708155671,"[13, 13, 16, 21, 18]",0,37
"Would you please edit the title and text to specify that this is a question about MSN camera support in Empathy?  Also: what do you mean by ""I have problem to change files with it too""?","['would', 'you', 'please', 'edit', 'the', 'title', 'and', 'text', 'to', 'specify', 'that', 'this', 'is', 'a', 'question', 'about', 'msn', 'camera', 'support', 'in', 'empathy', '?', 'also', ':', 'what', 'do', 'you', 'mean', 'by', '``', 'i', 'have', 'problem', 'to', 'change', 'files', 'with', 'it', 'too', ""''"", '?']",13.0,0.0,"[13, 13, 13, 13, 13]",0,41
What part of that are you confused about? [this](http://www.quirksmode.org/js/this.html)?,"['what', 'part', 'of', 'that', 'are', 'you', 'confused', 'about', '?', '[', 'this', ']', '(', 'http', ':', '//www.quirksmode.org/js/this.html', ')', '?']",11.2,3.4871191548325386,"[15, 5, 13, 10, 13]",-1,18
"Will you have enough RAM to run the system off RAM (i.e. you can load a big compressed archive at boot time), or must it run from the flash card?","['will', 'you', 'have', 'enough', 'ram', 'to', 'run', 'the', 'system', 'off', 'ram', '(', 'i.e', '.', 'you', 'can', 'load', 'a', 'big', 'compressed', 'archive', 'at', 'boot', 'time', ')', ',', 'or', 'must', 'it', 'run', 'from', 'the', 'flash', 'card', '?']",8.8,2.2271057451320084,"[9, 9, 9, 12, 5]",-1,35
Could you describe the process in your own words in addition the link to the video?,"['could', 'you', 'describe', 'the', 'process', 'in', 'your', 'own', 'words', 'in', 'addition', 'the', 'link', 'to', 'the', 'video', '?']",15.6,1.7435595774162693,"[14, 17, 17, 13, 17]",0,17
I bow to your superior knowledge of Irish :-)  One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,"['i', 'bow', 'to', 'your', 'superior', 'knowledge', 'of', 'irish', ':', '-', ')', 'one', 'question', '-', 'the', 'irish', 'wikipedia', 'is', 'called', 'vikipedia', '?', 'how', 'so', '-', 'there', ""'s"", 'no', ""'"", 'v', ""'"", 'in', 'the', 'irish', 'alphabet', '?']",13.0,7.58946638440411,"[13, 5, 25, 5, 17]",0,35
"I solved the problem, and I can assure you it is trivial. Is it homework or not?","['i', 'solved', 'the', 'problem', ',', 'and', 'i', 'can', 'assure', 'you', 'it', 'is', 'trivial', '.', 'is', 'it', 'homework', 'or', 'not', '?']",11.2,5.528109984434102,"[13, 9, 5, 8, 21]",-1,20
"Ok the table has few nvarchar columns,couple float columns ,a ntext column
I observerd that the error is caused when I am filtering for the columns but couldnt find which column or row?","['ok', 'the', 'table', 'has', 'few', 'nvarchar', 'columns', ',', 'couple', 'float', 'columns', ',', 'a', 'ntext', 'column', 'i', 'observerd', 'that', 'the', 'error', 'is', 'caused', 'when', 'i', 'am', 'filtering', 'for', 'the', 'columns', 'but', 'couldnt', 'find', 'which', 'column', 'or', 'row', '?']",14.6,1.9595917942265424,"[17, 13, 17, 13, 13]",1,37
"Darkstar, I am completely baffled by this, I don't know where you are coming from or what your complaint is, and you are one of the writers that I most often agree with. Can you explain?","['darkstar', ',', 'i', 'am', 'completely', 'baffled', 'by', 'this', ',', 'i', 'do', ""n't"", 'know', 'where', 'you', 'are', 'coming', 'from', 'or', 'what', 'your', 'complaint', 'is', ',', 'and', 'you', 'are', 'one', 'of', 'the', 'writers', 'that', 'i', 'most', 'often', 'agree', 'with', '.', 'can', 'you', 'explain', '?']",12.0,2.5298221281347035,"[9, 14, 15, 13, 9]",0,42
"Thanks for your prompt action at AN/I and on behalf of NawlinWiki; as you gathered, I wasn't sure what to do but it's clear that you did.  Two questions:  is there any policy of which I should have been aware that governs this situation, and what (if anything) needs to happen to notify NawlinWiki?","['thanks', 'for', 'your', 'prompt', 'action', 'at', 'an/i', 'and', 'on', 'behalf', 'of', 'nawlinwiki', ';', 'as', 'you', 'gathered', ',', 'i', 'was', ""n't"", 'sure', 'what', 'to', 'do', 'but', 'it', ""'s"", 'clear', 'that', 'you', 'did', '.', 'two', 'questions', ':', 'is', 'there', 'any', 'policy', 'of', 'which', 'i', 'should', 'have', 'been', 'aware', 'that', 'governs', 'this', 'situation', ',', 'and', 'what', '(', 'if', 'anything', ')', 'needs', 'to', 'happen', 'to', 'notify', 'nawlinwiki', '?']",18.6,4.317406628984581,"[13, 17, 22, 25, 16]",1,64
i know this doesn't help your problem but it's another corner case: what if two different cells want to swap with the same one? will one swap and then the other swap with the one it didn't intend to?,"['i', 'know', 'this', 'does', ""n't"", 'help', 'your', 'problem', 'but', 'it', ""'s"", 'another', 'corner', 'case', ':', 'what', 'if', 'two', 'different', 'cells', 'want', 'to', 'swap', 'with', 'the', 'same', 'one', '?', 'will', 'one', 'swap', 'and', 'then', 'the', 'other', 'swap', 'with', 'the', 'one', 'it', 'did', ""n't"", 'intend', 'to', '?']",19.2,4.749736834815167,"[13, 24, 25, 15, 19]",1,45
"Touched upon in [Do All Adverbs End in ""-Ly""?](http://grammar.quickanddirtytips.com/do-all-adverbs-end-in-ly.aspx), section ""What Are Flat Adverbs?"".","['touched', 'upon', 'in', '[', 'do', 'all', 'adverbs', 'end', 'in', '``', '-ly', ""''"", '?', ']', '(', 'http', ':', '//grammar.quickanddirtytips.com/do-all-adverbs-end-in-ly.aspx', ')', ',', 'section', '``', 'what', 'are', 'flat', 'adverbs', '?', '``', '.']",12.0,2.0,"[13, 9, 11, 15, 12]",-1,29
"Please post the important parts of what you have now, and what you're having trouble with. Also, what does `stop-and-wait` mean?","['please', 'post', 'the', 'important', 'parts', 'of', 'what', 'you', 'have', 'now', ',', 'and', 'what', 'you', ""'re"", 'having', 'trouble', 'with', '.', 'also', ',', 'what', 'does', '`', 'stop-and-wait', '`', 'mean', '?']",16.6,6.499230723708768,"[19, 21, 9, 25, 9]",1,28
"@stevenvh 1pm could be the difference between a space craft landing on mars and missing.  Oh, sorry - is that one picometer or one picoyard?","['@', 'stevenvh', '1pm', 'could', 'be', 'the', 'difference', 'between', 'a', 'space', 'craft', 'landing', 'on', 'mars', 'and', 'missing', '.', 'oh', ',', 'sorry', '-', 'is', 'that', 'one', 'picometer', 'or', 'one', 'picoyard', '?']",8.2,4.66476151587624,"[9, 5, 13, 1, 13]",-1,29
"Thank you, that's exactly what I needed. I'm not completely sure of what you mean when you talk about the overdispersion (sorry, I'm not a statistician, maybe it's something very basic)... You say that the residual deviance should be equal to the residual degrees of freedom... how would I check that?","['thank', 'you', ',', 'that', ""'s"", 'exactly', 'what', 'i', 'needed', '.', 'i', ""'m"", 'not', 'completely', 'sure', 'of', 'what', 'you', 'mean', 'when', 'you', 'talk', 'about', 'the', 'overdispersion', '(', 'sorry', ',', 'i', ""'m"", 'not', 'a', 'statistician', ',', 'maybe', 'it', ""'s"", 'something', 'very', 'basic', ')', '...', 'you', 'say', 'that', 'the', 'residual', 'deviance', 'should', 'be', 'equal', 'to', 'the', 'residual', 'degrees', 'of', 'freedom', '...', 'how', 'would', 'i', 'check', 'that', '?']",13.6,2.8000000000000003,"[17, 9, 13, 13, 16]",0,64
Are you sure you are getting the error on that line? What line are you trying to access the array on?,"['are', 'you', 'sure', 'you', 'are', 'getting', 'the', 'error', 'on', 'that', 'line', '?', 'what', 'line', 'are', 'you', 'trying', 'to', 'access', 'the', 'array', 'on', '?']",15.6,2.1540659228538015,"[18, 13, 17, 17, 13]",1,23
"Thanks for pointing out a problem with the image licensing ... I must admit despite being a seasoned contributor I find this image licensing stuff pretty confusing and hard to get right .. are there recommended examples of standard things like book covers, album covers, paintings etc?  Have I done the Jonah cover ok now, or not?","['thanks', 'for', 'pointing', 'out', 'a', 'problem', 'with', 'the', 'image', 'licensing', '...', 'i', 'must', 'admit', 'despite', 'being', 'a', 'seasoned', 'contributor', 'i', 'find', 'this', 'image', 'licensing', 'stuff', 'pretty', 'confusing', 'and', 'hard', 'to', 'get', 'right', '..', 'are', 'there', 'recommended', 'examples', 'of', 'standard', 'things', 'like', 'book', 'covers', ',', 'album', 'covers', ',', 'paintings', 'etc', '?', 'have', 'i', 'done', 'the', 'jonah', 'cover', 'ok', 'now', ',', 'or', 'not', '?']",18.0,2.6832815729997477,"[14, 17, 21, 21, 17]",1,62
what's a binding? And in what way is it temporal?,"['what', ""'s"", 'a', 'binding', '?', 'and', 'in', 'what', 'way', 'is', 'it', 'temporal', '?']",15.0,2.756809750418044,"[13, 20, 13, 16, 13]",0,13
Hello. Can you please pass the pilot whale article?,"['hello', '.', 'can', 'you', 'please', 'pass', 'the', 'pilot', 'whale', 'article', '?']",19.8,2.993325909419153,"[17, 25, 21, 19, 17]",1,11
Your contributions show no edits to any RfC's.  Could you provide a link?,"['your', 'contributions', 'show', 'no', 'edits', 'to', 'any', 'rfc', ""'s"", '.', 'could', 'you', 'provide', 'a', 'link', '?']",14.8,1.8330302779823362,"[17, 14, 13, 17, 13]",0,16
"In what way does the daemon act differently in those two scenarios?  Form the perspective of your daemon, how is a shutdown + startup different than a reboot?","['in', 'what', 'way', 'does', 'the', 'daemon', 'act', 'differently', 'in', 'those', 'two', 'scenarios', '?', 'form', 'the', 'perspective', 'of', 'your', 'daemon', ',', 'how', 'is', 'a', 'shutdown', '+', 'startup', 'different', 'than', 'a', 'reboot', '?']",14.6,1.4966629547095764,"[13, 15, 13, 15, 17]",0,31
"Also, I think it might not happen with all applications. Can you please use Banshee as the app we're testing with?","['also', ',', 'i', 'think', 'it', 'might', 'not', 'happen', 'with', 'all', 'applications', '.', 'can', 'you', 'please', 'use', 'banshee', 'as', 'the', 'app', 'we', ""'re"", 'testing', 'with', '?']",18.8,3.370459909270543,"[21, 13, 17, 21, 22]",1,25
Code snippet?  What is failing?,"['code', 'snippet', '?', 'what', 'is', 'failing', '?']",12.8,2.993325909419153,"[9, 13, 11, 13, 18]",-1,7
"Fixed it for you.  BTW, `apn_config` is a `std::vector`, right?","['fixed', 'it', 'for', 'you', '.', 'btw', ',', '`', 'apn_config', '`', 'is', 'a', '`', 'std', ':', ':vector', '`', ',', 'right', '?']",15.0,1.0954451150103321,"[13, 16, 16, 15, 15]",1,20
Reply: I have just found your edits to the talk page of the above article - not impressive at all? I suggest that you take this to <url> and explain why his edits need to be reverted and not yours?,"['reply', ':', 'i', 'have', 'just', 'found', 'your', 'edits', 'to', 'the', 'talk', 'page', 'of', 'the', 'above', 'article', '-', 'not', 'impressive', 'at', 'all', '?', 'i', 'suggest', 'that', 'you', 'take', 'this', 'to', '<', 'url', '>', 'and', 'explain', 'why', 'his', 'edits', 'need', 'to', 'be', 'reverted', 'and', 'not', 'yours', '?']",12.4,5.1613951602255765,"[5, 20, 11, 16, 10]",-1,45
`T data;` is fine. You won't want to use `T data = 0;` because you don't know if `T` is an integral type (what if I try to create a `Node<std::string>`?),"['`', 't', 'data', ';', '`', 'is', 'fine', '.', 'you', 'wo', ""n't"", 'want', 'to', 'use', '`', 't', 'data', '=', '0', ';', '`', 'because', 'you', 'do', ""n't"", 'know', 'if', '`', 't', '`', 'is', 'an', 'integral', 'type', '(', 'what', 'if', 'i', 'try', 'to', 'create', 'a', '`', 'node', '<', 'std', ':', ':string', '>', '`', '?', ')']",13.4,2.65329983228432,"[9, 15, 13, 17, 13]",0,52
"do they have to be executables? what about MEF and doing the apps as plugins for the ""launcher""?","['do', 'they', 'have', 'to', 'be', 'executables', '?', 'what', 'about', 'mef', 'and', 'doing', 'the', 'apps', 'as', 'plugins', 'for', 'the', '``', 'launcher', ""''"", '?']",17.0,3.1622776601683795,"[20, 21, 14, 13, 17]",1,22
"Sorry, I didn't know. I added a tag, are you able to delete it?","['sorry', ',', 'i', 'did', ""n't"", 'know', '.', 'i', 'added', 'a', 'tag', ',', 'are', 'you', 'able', 'to', 'delete', 'it', '?']",17.0,2.280350850198276,"[14, 17, 16, 21, 17]",1,19
I'm afraid that I don't understand the question.  Could you clarify it and explain exactly what aspect of TeX you are asking about?,"['i', ""'m"", 'afraid', 'that', 'i', 'do', ""n't"", 'understand', 'the', 'question', '.', 'could', 'you', 'clarify', 'it', 'and', 'explain', 'exactly', 'what', 'aspect', 'of', 'tex', 'you', 'are', 'asking', 'about', '?']",12.4,1.9595917942265424,"[13, 12, 9, 13, 15]",0,27
"how are the arrays of characters ""combined"". Can you give a few example result strings or pseudocode?","['how', 'are', 'the', 'arrays', 'of', 'characters', '``', 'combined', ""''"", '.', 'can', 'you', 'give', 'a', 'few', 'example', 'result', 'strings', 'or', 'pseudocode', '?']",17.0,3.5777087639996634,"[13, 13, 21, 21, 17]",1,21
"Hmmm, Apple software on Windows question. I guess the ""Apple Software"" part defines the fact that you posted it here?","['hmmm', ',', 'apple', 'software', 'on', 'windows', 'question', '.', 'i', 'guess', 'the', '``', 'apple', 'software', ""''"", 'part', 'defines', 'the', 'fact', 'that', 'you', 'posted', 'it', 'here', '?']",10.6,3.2,"[13, 5, 13, 9, 13]",-1,25
